[''],['']
['Result #1'],['']
['API'],['31732100']
['GIS WELL NUMBER'],['3']
['GIS SYMBOL DESCRIPTION'],['Plugged Oil Well']
['GIS LOCATION SOURCE'],['Commission`s hardcopy map']
['GIS LAT (NAD27)'],['32.256616']
['GIS LONG (NAD27)'],['-101.999364']
['GIS LAT (NAD83)'],['32.256732']
['GIS LONG (NAD83)'],['-101.999782']
[''],['Well Logs']
