[''],['']
['Result #1'],['']
['API'],['31737180']
['GIS WELL NUMBER'],['5']
['GIS SYMBOL DESCRIPTION'],['Oil Well']
['GIS LOCATION SOURCE'],['Operator reported location - Distances and Plat']
['GIS LAT (NAD27)'],['32.249680']
['GIS LONG (NAD27)'],['-101.986324']
['GIS LAT (NAD83)'],['32.249797']
['GIS LONG (NAD83)'],['-101.986740']
[''],['Well Logs']
