[''],['']
['Result #1'],['']
['API'],['31737179']
['GIS WELL NUMBER'],['4']
['GIS SYMBOL DESCRIPTION'],['Oil Well']
['GIS LOCATION SOURCE'],['Operator reported location - Distances and Plat']
['GIS LAT (NAD27)'],['32.247974']
['GIS LONG (NAD27)'],['-101.995716']
['GIS LAT (NAD83)'],['32.248090']
['GIS LONG (NAD83)'],['-101.996133']
[''],['Well Logs']
