[''],['']
['Result #1'],['']
['API'],['31738169']
['GIS WELL NUMBER'],['7']
['GIS SYMBOL DESCRIPTION'],['Oil Well']
['GIS LOCATION SOURCE'],['Coordinates - Operator reported']
['GIS LAT (NAD27)'],['32.254528']
['GIS LONG (NAD27)'],['-101.987233']
['GIS LAT (NAD83)'],['32.254644']
['GIS LONG (NAD83)'],['-101.987650']
[''],['Well Logs']
