[''],['']
['Result #1'],['']
['API'],['31734159']
['GIS WELL NUMBER'],['2']
['GIS SYMBOL DESCRIPTION'],['Plugged Oil Well']
['GIS LOCATION SOURCE'],['Operator reported location - Distances and Plat']
['GIS LAT (NAD27)'],['3399034.833005']
['GIS LONG (NAD27)'],['2382616.361877']
['GIS LAT (NAD83)'],['32.250501']
['GIS LONG (NAD83)'],['-102.000889']
[''],['Well Logs']
