[''],['']
['Result #1'],['']
['API'],['31738760']
['GIS WELL NUMBER'],['9']
['GIS SYMBOL DESCRIPTION'],['Oil Well']
['GIS LOCATION SOURCE'],['Operator reported location - Distances and Plat']
['GIS LAT (NAD27)'],['32.248565']
['GIS LONG (NAD27)'],['-101.990963']
['GIS LAT (NAD83)'],['32.248681']
['GIS LONG (NAD83)'],['-101.991379']
[''],['Well Logs']
